Slope_deg,Relief_Amp,Rainfall_,Profile_Cu,Plan_Curva,Curvature,Aspect,Elevation,DTS_meter,DTR_meter,DTF_meter,NDWI,NDVI,NDSI,Landuse_La,geology,TPI,TRI,TWI,Training_re
0,0,15.7841,7.87023,74.9192,0,-1,2543,0,0,21467.3,0.079073,-0.089879,0.067862,11420700,14147,-122.816,0.341408,13.4444,0
47.2284,71,15.3249,2.36767,18.6097,-0.222222,3.31458,2619,24.6877,0,21321.8,0.072028,0.012979,0.22052,11420700,14147,-14.5547,0.517892,4.93277,0
28.9944,47,8.02582,9.9445,20.8386,-1.22222,133.172,3843,0,12477.6,16478,-0.091304,0.074343,0.028231,29957500,14147,-42.2282,0.486382,5.6009,1
2.71992,3,7.10978,1.60543,43.8279,0.333333,37.875,3063,1578.31,0,0,-0.13027,0.102331,-0.214487,8983760,885,-2.58187,0.467094,6.44807,0
6.31755,11,9.63849,4.56573,44.6743,-1,340.201,5096,2232.06,20212.2,21321.8,0.011819,-0.02056,0.766453,29957500,9369,-52.8515,0.467808,12.6452,0
49.1733,92,8.40177,8.29391,8.17989,1.44444,205.366,4727,3156.61,3348.1,0,-0.0994,0.051659,-0.259155,29957500,823,-14.1493,0.488348,3.25501,0
7.41654,19,5.44425,13.0088,66.7283,0.111111,219.806,5298,2495.52,40239.1,35990.9,-0.104035,0.035102,0.005919,29957500,14147,-113.524,0.521963,14.3352,0
40.8986,89,6.61974,5.60777,39.6474,-1.88889,120.018,6080,2232.06,8047.82,15783.1,-0.0345,0.006489,0.576609,29957500,14147,103.171,0.398585,3.54485,0
50.1133,90,12.0228,10.4627,21.0318,1,284.52,3524,2232.06,2232.06,6788.56,0.024895,0.02879,0.497165,8983760,14147,23.8705,0.500167,5.7867,0
9.37478,17,8.682,3.8477,28.5522,0.333333,317.045,4893,12020,13983.8,19490.7,-0.013556,-0.006165,0.833393,12847100,14147,-24.6811,0.615855,6.30103,1
6.67123,9,6.96234,16.8026,10.208,0,274.086,4970,4023.91,6010.02,14292.2,-0.103782,0.096471,0.215551,11420700,9369,-23.7378,0.455029,6.6457,0
62.6028,147,9.76573,4.76121,8.74636,-8.22222,256.894,6226,7146.09,12020,8716.49,0.018348,-0.000722,0.320374,11420700,9369,109.828,0.51667,3.43712,0
2.05278,3,24.4813,2.22529,73.938,0.111111,54.4623,2935,0,0,4023.91,-0.201293,0.127204,-0.250465,805435,1199,0.775521,0.544356,6.7298,0
4.28915,11,9.78728,3.67003,74.0769,0,180,5579,9982.09,16591,21669.4,-0.016978,-0.001347,0.717942,12847100,14147,106.032,0.594925,5.99146,0
50.5437,92,7.90393,6.13477,21.1628,3.44444,107.565,6153,6037.65,14508.4,16095.6,0.001307,-0.01051,0.607723,12847100,14147,87.6907,0.522439,3.20647,0
27.2538,35,7.9016,11.43,18.2459,-0.888889,279.31,4712,4991.05,10528.6,12020,-0.042331,0.001793,0.8537,11420700,14147,-20.0304,0.503746,6.144,1
31.0525,47,7.51268,18.3991,28.8544,1.44444,146.86,4581,2495.52,8499.45,10528.6,-0.1213,0.059147,0.470936,8983760,14147,81.8212,0.615827,4.60166,1
35.7858,61,8.87216,3.97469,6.17428,0.111111,310.781,5453,3156.61,12020,13438.8,0.048298,-0.01914,0.907205,12847100,14147,101.238,0.478396,4.82714,1
39.0233,72,8.7121,0.817641,9.86419,0.222222,211.974,5222,3529.2,11490.3,12724.7,-0.038352,0.007754,0.527939,11420700,14147,69.7195,0.476821,3.61135,1
26.6444,38,8.87216,4.1988,8.75392,-0.555556,221.634,5051,3156.61,12020,13438.8,-0.024678,0.002205,0.800382,12847100,14147,-46.2866,0.517246,5.1895,1
33.8596,43,7.94644,19.3172,81.1864,-0.222222,358.932,4964,4601.52,9600.47,10991.6,0.020155,-0.008056,0.921122,12847100,14147,27.3166,0.473496,5.18655,1
8.47871,12,8.3096,8.11555,4.63756,0,26.5651,5408,8499.45,9982.09,12276.4,-0.026238,0.002646,0.665339,11420700,9369,-14.84,0.430159,5.99768,0
16.1656,22,7.93141,9.36432,30.9651,0.888889,288.435,4698,4464.13,8716.49,9982.09,-0.048808,0.011137,0.810116,29957500,14147,-67.5734,0.48778,10.6209,1
43.9826,75,9.94216,2.97202,10.6845,4.55556,103.736,5708,2495.52,9469.84,4734.92,-0.036134,0.005641,0.645807,11420700,9369,66.4226,0.515164,3.43672,0
38.1168,62,8.16392,15.1646,32.065,2.88889,192.265,4873,1578.31,11160.3,13983.8,-0.104459,0.040009,0.463017,8983760,14147,78.8366,0.474215,3.64381,1
15.897,25,7.93647,12.8293,25.2539,1.66667,110.556,4569,1116.03,10528.6,12071.7,-0.114669,0.051647,0.443652,2594590,14147,-28.6398,0.574217,4.65717,1
28.2012,40,7.63108,6.94654,15.4814,0.222222,337.62,4680,3348.1,7146.09,8499.45,0.010068,0.005821,0.917049,29957500,14147,-52.9142,0.481876,5.4107,1
31.2741,48,8.27827,7.44727,18.1076,-0.777778,22.1663,4599,1578.31,10106.1,12477.6,-0.036482,0.008628,0.841016,12847100,14147,-13.7551,0.467111,6.84422,1
14.7419,22,8.17198,10.378,25.1508,-0.333333,169.046,4176,0,9600.47,11160.3,-0.106954,0.055073,-0.007563,2594590,14147,-51.0449,0.416916,7.22122,1
33.7982,62,8.27864,2.02645,22.4737,-1.66667,298.639,4346,1116.03,10289.3,11863.6,-0.018643,0.027245,0.819807,29957500,14147,-44.1417,0.527441,9.4047,1
51.3442,83,9.92749,12.5721,79.8559,0.888889,4.7795,5352,7146.09,12071.7,17035.5,0.034183,-0.01179,0.907197,8983760,14147,66.3926,0.491317,4.27652,0
4.67991,14,7.35914,13.8819,74.709,2.77778,345.256,3692,1116.03,1116.03,2232.06,-0.069365,0.051639,-0.168322,29957500,823,155.379,0.536441,5.90392,0
46.8694,70,10.2882,11.3122,6.97147,-2.44444,267.763,5282,12020,2232.06,13983.8,-0.012835,-0.005239,0.66895,29957500,14147,-13.0108,0.490153,5.97495,0
4.67991,9,5.39646,3.70868,76.4736,0.555556,345.256,4917,4023.91,1116.03,32441.8,-0.066234,0.027001,0.381173,29957500,14147,-6.97578,0.522134,5.90392,0
44.6659,66,9.68928,10.4245,11.921,-1.77778,275.807,4578,8047.82,1578.31,12020,-0.109099,0.03799,0.190772,29957500,14147,-3.55256,0.46805,6.05192,0
44.7719,86,7.70557,4.65484,27.1203,-5.77778,318.746,4639,0,20088.6,0,-0.011915,0.021542,0.675871,11420700,14147,65.5196,0.518219,6.81036,0
56.473,118,7.69593,6.72592,22.6268,-0.444444,307.598,4799,1116.03,2232.06,4023.91,0.016534,0.012548,0.125573,8983760,9369,-134.051,0.477971,5.69761,0
3.38907,5,10.7015,4.61626,75.9173,-0.555556,39.2894,3180,0,0,1116.03,-0.25076,0.144147,-0.292733,576670,337,-93.7036,0.484871,10.9462,0
1.72101,3,9.706,3.22971,78.7157,-0.444444,326.31,3292,0,0,5690.67,-0.112134,0.066206,-0.264032,29957500,1199,21.7582,0.505357,6.90621,0
0.337615,3,9.81001,1.62817,77.0788,-0.222222,135,3275,1468.75,0,10289.3,-0.067261,0.03757,-0.154329,29957500,14147,-1.91684,0.487431,8.53526,0
45.2314,78,10.3185,6.00217,21.1551,1.88889,63.7527,4463,2495.52,4023.91,3529.2,-0.038381,0.021234,0.517496,11420700,5635,16.4135,0.48132,3.39312,0
56.877,119,10.8682,8.99883,3.5343,0.111111,145.187,4226,1578.31,1578.31,1116.03,-0.088789,0.058553,-0.177271,29957500,419,-15.742,0.535571,3.66734,0
7.50614,10,10.2334,12.249,15.1569,-1.11111,108.435,5182,7891.54,14204.8,7146.09,-0.116749,0.050646,0.564864,29957500,14147,-47.7738,0.482635,9.93882,0
44.8887,79,15.7175,3.02232,10.6965,0.666667,223.644,3744,0,0,9600.47,-0.064598,0.023726,-0.094452,29957500,5635,-42.7808,0.501629,7.51596,0
45.7536,67,9.7302,9.48511,7.51259,-0.555556,176.743,5613,4023.91,5580.16,13983.8,-0.076529,0.039043,0.595495,29957500,14147,72.8761,0.517957,4.4735,0
4.85753,10,12.7471,9.80576,60.6676,-1.11111,258.69,5259,8928.25,3348.1,5690.67,-0.001206,-0.00842,0.721536,11420700,1220,-82.63,0.347684,14.5018,0
53.2788,95,12.8335,1.02705,12.2983,1.88889,9.84292,5795,11863.6,6507.53,2495.52,0.057536,-0.031325,0.862147,12847100,172,-25.4542,0.477927,3.80125,0
49.4106,79,10.6095,10.0256,4.90044,1.44444,354.88,4458,5580.16,5580.16,1116.03,-0.003615,0.047983,0.54742,2594590,1932,-4.79985,0.501899,5.44385,0
45.1253,70,15.5647,4.59541,80.9783,1.11111,1.18854,3840,2495.52,2495.52,7812.22,0.03692,0.008525,0.589584,11420700,5635,-25.696,0.500386,5.34273,0
47.6245,80,16.6441,15.9455,5.12889,-3.77778,188.746,4006,0,3156.61,7891.54,-0.083153,0.022281,-0.152324,8983760,756,-18.346,0.485242,7.1381,0
47.0863,90,19.6478,19.9367,10.9784,-0.666667,40.6013,4807,8997.74,16478,35990.9,-0.020015,-0.006107,0.84799,12847100,1536,-70.4619,0.404829,6.27275,0
44.2915,69,12.5819,10.9275,24.5127,3.33333,271.958,4778,5580.16,5580.16,5580.16,-0.043433,0.006894,0.153903,11420700,1220,-18.8401,0.497063,3.42593,0
28.0841,50,19.667,20.2661,14.1187,-1.11111,141.34,3689,1116.03,1116.03,7058.41,-0.072064,0.026026,-0.084365,8983760,5635,-82.2191,0.476601,4.02932,0
6.42315,9,10.9566,4.38454,32.0279,0.222222,51.009,5015,3156.61,4023.91,0,-0.113672,0.067547,0.570998,29957500,596,14.3852,0.546055,6.27846,0
0,0,12.1663,0,0,0,-1,4637,1578.31,2495.52,7486.57,-0.082234,0.044239,0.859456,11420700,885,-0.704665,0.494942,15.3328,0
48.9734,85,15.1097,6.50624,18.0226,0.222222,102.777,4959,3156.61,15179.7,7891.54,-0.08305,0.032783,0.128784,29957500,5635,-5.38976,0.541979,5.9701,0
44.3697,66,9.68507,8.71628,7.44334,-1.55556,351.18,4457,0,1116.03,0,0.018814,0.019007,0.453501,29957500,1932,64.3797,0.511158,5.21496,0
4.53271,7,9.44098,4.46801,69.2706,-0.888889,176.987,4253,0,1578.31,0,-0.125025,0.066242,-0.173035,29957500,14147,-12.6029,0.470609,11.3387,0
0,0,12.8632,0,0,0,-1,4637,3529.2,2495.52,8997.74,-0.240965,0.111897,0.201009,805435,885,-21.4838,0.470959,14.1156,0
7.43155,12,12.0484,0.87954,22.9446,-0.777778,63.4349,5201,5580.16,4464.13,10587.6,-0.132051,0.065347,0.760339,29957500,596,-18.2775,0.519193,7.38397,0
7.01443,8,14.6018,2.12276,40.6877,1.11111,298.301,4801,1578.31,1578.31,1578.31,-0.072336,0.036771,0.871052,29957500,340,3.23752,0.365363,5.49644,0
